# Name                     RAdeg             DEdeg               Memb Disk Acc K2var   umag   gmag   rmag   imag   Hamag  SpT   Avmag                Lbol                Mstar               Rstar              logAge             logMacc             DlogMacc+ DlogMacc-
  WFI27777                 270.98202         -24.2917            ?    ""   0   ""      ""     18.741 17.323 16.6   16.96  K6.25 0.393                0.337               0.909               1.08               7.1                ""                  ""        ""       
  WFI27870                 271.05737         -24.29087           y    n*   1   ""      ""     18.816 17.096 16.163 16.466 K7.75 1.584                1.351               0.614               2.376              5.78               -8.257              0.243     0.274    
  WFI27887                 271.05841         -24.29068           y    y    1   ""      ""     19.509 17.735 16.441 16.729 F5.25 5.612                10.656              1.733               2.564              6.87               -6.777              0.172     0.164    
  WFI28075                 271.16458         -24.28883           y    n    0   ""      ""     18.514 16.88  16.012 16.515 K7.5  1.251                1.213               0.652               2.217              5.89               ""                  ""        ""       
  WFI28087                 271.03456         -24.28877           y    ""   1   ""      ""     20.115 18.318 16.805 17.627 B9.5  8.075                83.621              2.698               2.9                6.48               -6.024              0.214     0.529    
  WFI28104                 271.14712         -24.28854           y    n*   0   ""      ""     19.803 17.984 17.029 17.928 K8.25 1.534                0.589               0.673               1.618              6.31               ""                  ""        ""       
  WFI28138                 271.05786         -24.2882            y    ""   1   ""      ""     19.098 17.438 16.471 16.937 K8.25 1.136                0.719               0.641               1.787              6.16               -9.37               0.577     ""       
  WFI28153                 271.08507         -24.28809           y    ""   1   ""      ""     19.277 17.529 16.367 16.787 M0.75 1.401                1.254               0.388               2.789              5.42               -8.126              0.153     0.402    
  WFI28352                 271.01797         -24.28625           y    ""   0   ""      ""     18.839 17.078 16.129 16.639 K7.75 1.72                 1.533               0.6                 2.531              5.7                ""                  ""        ""       
  WFI28535                 271.1272          -24.28467           y    n    2   ""      ""     18.298 16.871 16.206 16.435 K7.5  0.43                 0.622               0.753               1.588              6.39               -9.186              0.29      ""       
  WFI28631                 271.25957         -24.28382           ?    n    0   ""      12.552 11.81  11.559 11.423 11.493 A6.5  0.288                44.673              2.475               3.559              6.52               ""                  ""        ""       
  WFI28743                 270.99707         -24.28286           y    ""   1   ""      ""     19.493 18.324 17.228 16.664 O6.5  6.573                500.462             ""                  0.52               ""                 ""                  ""        ""       
  WFI28774                 271.18859         -24.2826            y    ""   0   ""      20.336 17.876 16.391 15.703 16.067 K6.75 0.778                1.179               0.743               2.086              6.02               ""                  ""        ""       
  WFI28903                 271.10013         -24.28161           y    ""   1   ""      ""     19.305 17.738 16.658 17.058 F9.75 4.968                6.667               1.738               2.448              6.79               -7.407              0.264     0.218    
  WFI28928                 271.0969          -24.28135           y    ""   0   ""      ""     18.31  16.816 16.121 16.546 K5    1.089                0.852               1.05                1.588              6.56               ""                  ""        ""       
  WFI28964                 271.21607         -24.28096           y    y    0   ""      ""     19.966 18.203 17.117 17.85  M1    1.586                0.838               0.39                2.322              5.72               ""                  ""        ""       
  WFI28967                 271.10116         -24.28102           y    ""   1   ""      ""     18.657 17.122 16.339 16.606 K7.75 0.87                 0.735               0.698               1.753              6.22               -8.929              0.267     0.429    
  WFI29282                 271.21845         -24.27835           y    n*   0   ""      ""     19.645 18.062 16.862 17.456 M1    0.973                0.582               0.406               1.935              5.9                ""                  ""        ""       
  WFI29462                 271.00259         -24.27703           y    ""   1   ""      ""     19.747 18.199 17.33  17.398 K9.25 0.523                0.247               0.67                1.116              6.83               -9.221              0.276     0.413    
  WFI29528                 271.09909         -24.27649           y    n*   0   ""      ""     17.861 16.564 15.925 16.274 K3.25 0.991                0.874               1.187               1.433              6.82               ""                  ""        ""       
  WFI29815                 271.07141         -24.2743            y    y*   1   ""      ""     18.632 16.878 16.0   16.227 K5    2.151                1.932               0.923               2.392              5.95               -7.981              0.152     0.189    
  WFI29848                 271.10523         -24.27404           y    n*   0   ""      ""     18.956 17.259 16.406 17.227 M3.75 0.0                  0.94                0.202               3.053              ""                 ""                  ""        ""       
  WFI29988                 271.2764          -24.27306           y    ""   1   ""      ""     20.04  18.3   17.362 17.625 K5    2.278                0.59                1.044               1.322              6.85               -9.134              0.433     ""       
  WFI30020                 271.04073         -24.27289           y    n*   1   ""      ""     19.891 18.045 17.09  17.406 K7.5  1.925                0.71                0.733               1.697              6.29               -8.801              0.547     ""       
  WFI30029                 271.1369          -24.27283           y    ""   0   ""      ""     19.802 18.119 17.229 17.698 K8.5  1.107                0.384               0.71                1.326              6.62               ""                  ""        ""       
  WFI30303                 271.03385         -24.27105           y    n    0   ""      ""     18.639 17.092 16.28  16.697 K4.75 1.609                1.012               1.067               1.702              6.47               ""                  ""        ""       
  WFI30485                 271.16225         -24.26965           y    n    0   ""      ""     18.171 16.811 16.106 16.419 K2.75 1.402                0.935               1.213               1.422              6.86               ""                  ""        ""       
  WFI31269                 271.14747         -24.26366           y    ""   1   ""      ""     18.494 17.024 16.336 16.523 K7.75 0.547                0.613               0.726               1.6                6.36               -9.284              0.382     ""       
  WFI31409                 271.08794         -24.26252           y    n*   0   ""      ""     19.274 17.65  16.804 17.464 K7.75 1.371                0.692               0.707               1.701              6.27               ""                  ""        ""       
  WFI31545                 271.08379         -24.26165           y    n*   0   ""      ""     18.847 17.106 16.188 16.768 K5    2.228                1.69                0.937               2.237              6.04               ""                  ""        ""       
  WFI31634                 271.0236          -24.26095           y    y*   1   ""      19.666 17.902 16.625 15.982 16.183 K0    2.204                1.894               1.422               1.645              6.87               -8.457              0.415     0.411    
  WFI31670                 271.18433         -24.26057           y    n*   1   ""      ""     18.485 16.943 16.138 16.433 K5.25 1.366                0.988               0.988               1.737              6.4                -8.963              0.19      0.261    
  WFI31912                 271.06057         -24.25893           y    n*   0   ""      ""     18.816 17.247 16.483 16.888 K7    1.047                0.688               0.8                 1.62               6.39               ""                  ""        ""       
  WFI32137                 271.24558         -24.25727           y    n*   0   ""      ""     18.493 17.024 16.287 16.766 K9.5  0.522                0.783               0.507               2.019              5.91               ""                  ""        ""       
  WFI32144                 271.24957         -24.25726           y    n*   0   ""      20.101 17.557 16.116 15.417 15.806 K7.5  0.491                1.312               0.644               2.306              5.84               ""                  ""        ""       
  WFI32594                 271.04223         -24.25419           y    ""   0   ""      ""     19.694 17.943 16.855 17.687 G8.5  4.539                3.879               1.824               2.259              6.59               ""                  ""        ""       
  WFI33389                 271.13225         -24.24843           y    n*   0   ""      ""     19.064 17.331 16.23  16.89  M0.25 1.43                 1.405               0.417               2.846              5.47               -8.61               0.437     ""       
  WFI34304                 271.07321         -24.24146           y    n    0   ""      ""     18.076 16.397 15.577 16.061 K5    1.831                2.308               0.906               2.614              5.84               ""                  ""        ""       
  WFI34984                 271.11212         -24.23638           y    n*   0   ""      ""     19.511 17.699 16.522 17.503 G7.5  4.362                3.957               1.753               2.227              6.65               ""                  ""        ""       
  WFI35073                 271.1207          -24.2358            y    n    1   ""      ""     18.077 16.575 15.702 16.077 G9.75 2.554                2.492               1.567               1.874              6.76               -8.433              0.189     0.371    
  WFI35120                 271.22717         -24.23539           y    n    1   ""      ""     18.983 17.325 16.335 16.878 K0    3.717                3.454               1.784               2.221              6.56               -8.683              0.449     ""       
  WFI35380                 271.0427          -24.23359           y    ""   1   ""      ""     19.478 17.71  16.696 17.201 K8.25 1.473                0.731               0.638               1.803              6.14               -9.353              0.713     ""       
  WFI35460                 271.05526         -24.23304           y    y*   0   ""      ""     19.033 17.336 16.32  17.029 K9.25 1.284                1.04                0.505               2.29               5.77               ""                  ""        ""       
  WFI36376                 271.11586         -24.22616           y    ""   1   ""      ""     18.353 16.805 16.018 16.332 K7.75 0.861                0.972               0.652               2.015              6.01               -9.175              0.412     ""       
  WFI36379                 271.10502         -24.22614           y    n*   1   ""      ""     17.937 16.427 15.738 15.602 K7.5  0.699                1.162               0.656               2.17               5.92               -7.888              0.173     0.198    
  WFI36451                 271.19321         -24.22558           y    n    1   ""      ""     19.642 18.212 17.34  17.311 M0.5  0.417                0.29                0.49                1.317              6.45               -8.933              0.145     0.188    
  WFI38554                 271.01254         -24.2093            y    n    0   ""      20.442 17.885 16.552 15.963 16.456 K5    0.451                0.642               1.054               1.379              6.78               ""                  ""        ""       
  WFI39034                 271.08515         -24.20577           y    n    2   ""      20.254 18.22  16.764 16.086 16.194 K5    0.959                0.805               1.055               1.544              6.6                -8.914              0.266     0.616    
  WFI39120                 271.02912         -24.20516           y    ""   1   ""      ""     19.418 17.9   16.832 16.934 F6    4.378                3.26                1.271               1.469              7.24               -7.533              0.289     0.555    
  WFI39630                 271.04994         -24.20071           ?    ""   1   ""      ""     19.443 17.831 16.8   17.076 K9.25 1.489                0.823               0.524               2.037              5.91               -8.396              0.382     0.455    
  WFI39644                 271.04384         -24.20061           y    ""   0   ""      ""     18.663 17.406 16.787 17.06  K2.75 0.945                0.369               0.847               0.894              7.48               ""                  ""        ""       
  WFI41790                 271.01122         -24.18196           ?    n    0   ""      13.405 12.252 12.215 12.206 12.229 A3    0.302                28.516              2.064               2.451              6.74               ""                  ""        ""       
  WFI44179                 270.89011         -24.16118           ?    n    2   ""      14.339 13.294 12.841 12.65  12.735 F7    0.224                11.467              1.872               2.888              6.75               -8.013              0.263     ""       
  WFI44356                 271.12242         -24.15971           ?    n    0   ""      14.215 12.615 11.872 11.465 11.731 F7    0.818                43.197              3.001               5.606              6.21               ""                  ""        ""       
  WFI44855                 271.10329         -24.15503           ?    n    0   ""      16.313 13.977 12.599 11.947 12.327 K7.25 0.359                29.374              0.824               10.747             ""                 ""                  ""        ""       
  ""                       ""                ""                  ""   ""   ""  ""      ""     ""     ""     ""     ""     ""    ""                   ""                  ""                  ""                 ""                 ""                  ""        ""       
  05350249-0533099         83.76040649414062 -5.552763938903809  ""   ""   ""  ""      ""     ""     ""     ""     ""     ""    0.32499998807907104  0.3435579584618176  0.2919999957084656  1.6880380232205245 5.970346883325177  -8.705974909171294  ""        ""       
  05344441-0526061         83.68505096435547 -5.435040950775146  ""   ""   ""  ""      ""     ""     ""     ""     ""     ""    1.8350000381469727   0.21281390903782563 0.14900000393390656 1.6098103677480124 5.4248816409129565 -8.827105292219509  ""        ""       
  05391883-0230531         84.82847595214844 -2.514761924743652  ""   ""   ""  ""      ""     ""     ""     ""     ""     ""    1.7389999628067017   1.3931567830601412  1.100000023841858   1.924513108950934  6.389166092817094  -8.530177980777218  ""        ""       
  05401274-0228199         85.05310821533203 -2.472201108932495  ""   ""   ""  ""      ""     ""     ""     ""     ""     ""    0.6460000276565552   0.9908319444593106  0.44600000977516174 2.364429031907467  5.716003327704972  -8.49363028904181   ""        ""       
  05324196-0539239         83.17485809326172 -5.656659126281738  ""   ""   ""  ""      ""     ""     ""     ""     ""     ""    1.9919999837875366   2.5941793891776674  0.75                2.981061803617196  5.613841835984236  -8.558461974208525  ""        ""       
  05393982-0231217         84.91593170166016 -2.5227210521698    ""   ""   ""  ""      ""     ""     ""     ""     ""     ""    0.4050000011920929   0.6011737363281667  0.9629999995231628  1.3764896782076643 6.799133688566373  -8.187153462710658  ""        ""       
  05344789-0530465         83.6995620727539  -5.512937068939209  ""   ""   ""  ""      ""     ""     ""     ""     ""     ""    0.9589999914169312   0.4456562371433297  0.4449999928474426  1.6575445216628284 6.116275601206823  -8.675923402616585  ""        ""       
  05395362-0233426         84.97344970703125 -2.561851978302002  ""   ""   ""  ""      ""     ""     ""     ""     ""     ""    0.7710000276565552   0.19098533382499186 0.3540000021457672  1.1997871686347756 6.427486128287773  -8.558619107070975  ""        ""       
  05372168-0040399         84.34037017822266 -0.6777639985084534 ""   ""   ""  ""      ""     ""     ""     ""     ""     ""    0.4090000092983246   0.15417005358929667 0.32600000500679016 1.1087851667898294 6.488973516934689  -9.432738303055693  ""        ""       
  05215741+0011423         80.48921203613281 0.1950929760932922  ""   ""   ""  ""      ""     ""     ""     ""     ""     ""    -0.21400000154972076 0.15417005358929667 0.4169999957084656  1.0274492285557817 6.706034641806693  -9.055024093964665  ""        ""       
  05400668+0103099         85.02787017822266 1.052766919136047   ""   ""   ""  ""      ""     ""     ""     ""     ""     ""    0.4830000102519989   0.1887991448597198  0.4059999883174896  1.143010175324444  6.553761697927109  -8.707079703766459  ""        ""       
  05352288-0437406         83.84535217285156 -4.627968788146973  ""   ""   ""  ""      ""     ""     ""     ""     ""     ""    2.2090001106262207   0.23878113982687202 0.4569999873638153  1.2319063079731425 6.511080839921449  -8.524328807993639  ""        ""       
  05341320-0533535         83.55500793457031 -5.564878940582275  ""   ""   ""  ""      ""     ""     ""     ""     ""     ""    0.1379999965429306   0.19275250295897306 0.49300000071525574 1.0879215216604317 6.714078168822     -8.386686849593922  ""        ""       
  05341420-0542210         83.55918884277344 -5.705842971801758  ""   ""   ""  ""      ""     ""     ""     ""     ""     ""    1.6720000505447388   0.45185594561521963 0.625               1.4827366164138154 6.403463712468514  -8.415668789924172  ""        ""       
  05351929-0516447         83.83040618896484 -5.279088973999023  ""   ""   ""  ""      ""     ""     ""     ""     ""     ""    0.5230000019073486   0.15135612733636117 0.16599999368190765 1.316157696846755  5.98227122333233   -7.907630295619972  ""        ""       
  05353644-0534111         83.90184020996094 -5.56976318359375   ""   ""   ""  ""      ""     ""     ""     ""     ""     ""    0.9089999794960022   0.5847900904047123  0.503000020980835   1.7877883523981335 6.064083450615188  -8.142607201355089  ""        ""       
  05353733-0623263         83.90555572509766 -6.390665054321289  ""   ""   ""  ""      ""     ""     ""     ""     ""     ""    0.7210000157356262   0.26302680929727285 0.4169999957084656  1.3278412516396387 6.373279891173302  -8.838033394191855  ""        ""       
  05352448-0601463         83.85201263427734 -6.029534816741943  ""   ""   ""  ""      ""     ""     ""     ""     ""     ""    0.328000009059906    0.11066238593093171 0.3319999873638153  0.9380250676077706 6.704579454602623  -9.194023638975711  ""        ""       
  05344956-0529033         83.70653533935547 -5.484274864196777  ""   ""   ""  ""      ""     ""     ""     ""     ""     ""    2.6389999389648438   0.6576578429515465  0.37400001287460327 2.114591343571746  5.802089260168191  -7.507239599845327  ""        ""       
  05344514-0621072         83.68812561035156 -6.3520188331604    ""   ""   ""  ""      ""     ""     ""     ""     ""     ""    0.6639999747276306   0.2197859911395355  0.39500001072883606 1.2402027968698992 6.435525862741863  -9.267204319301173  ""        ""       
  05343822-0524236         83.65925598144531 -5.406582832336426  ""   ""   ""  ""      ""     ""     ""     ""     ""     ""    0.9570000171661377   0.22750973958006068 0.28999999165534973 1.385328428651371  6.174641194045651  -8.634886565720098  ""        ""       
  05344117-0546116         83.67157745361328 -5.769899845123291  ""   ""   ""  ""      ""     ""     ""     ""     ""     ""    1.1859999895095825   0.35809642904255073 0.36000001430511475 1.6131931612833375 6.081707276273951  -8.568636235623158  ""        ""       
  05353079-0530362         83.87832641601562 -5.510056018829346  ""   ""   ""  ""      ""     ""     ""     ""     ""     ""    0.8309999704360962   0.33962526345449745 0.25699999928474426 1.7389950263737106 5.887054393629542  -8.37934353044202   ""        ""       
  05352831-0559132         83.86798858642578 -5.987026214599609  ""   ""   ""  ""      ""     ""     ""     ""     ""     ""    0.7459999918937683   0.2917426837824473  0.2590000033378601  1.6114659474883988 5.97497199693054   -8.559405730198273  ""        ""       
  05345559-0555293         83.73165893554688 -5.924810886383057  ""   ""   ""  ""      ""     ""     ""     ""     ""     ""    3.1489999294281006   0.2716439364280255  0.34200000762939453 1.437517625809154  6.198106984962564  -8.192329710887027  ""        ""       
  05390136-0218274         84.75569152832031 -2.307637929916382  ""   ""   ""  ""      ""     ""     ""     ""     ""     ""    1.024999976158142    0.7177943015167668  0.5059999823570251  1.9500781086688594 5.957128206362612  -8.091461374748063  ""        ""       
  05344048-0457396         83.66869354248047 -4.961006164550781  ""   ""   ""  ""      ""     ""     ""     ""     ""     ""    0.8119999766349792   0.1945359968418698  0.2980000078678131  1.2748175075891823 6.277609209932846  -8.56992495150074   ""        ""       
  05381315-0245509         84.55481719970703 -2.764166116714478  ""   ""   ""  ""      ""     ""     ""     ""     ""     ""    0.6629999876022339   0.43351087291379575 0.4480000138282776  1.632167801565525  6.137354104729435  -7.964170174331993  ""        ""       
  05353170-0441077         83.8821029663086  -4.685482978820801  ""   ""   ""  ""      ""     ""     ""     ""     ""     ""    1.2660000324249268   0.14256075419486933 0.25200000405311584 1.1456158651208401 6.327563245381381  -8.479123605628784  ""        ""       
  05353333-0451113         83.888916015625   -4.853157997131348  ""   ""   ""  ""      ""     ""     ""     ""     ""     ""    1.3919999599456787   0.2612161328586812  0.40299999713897705 1.337916669435967  6.348694212161916  -9.007446475664315  ""        ""       
  05334167-0524042         83.42364501953125 -5.40118408203125   ""   ""   ""  ""      ""     ""     ""     ""     ""     ""    0.3799999952316284   0.21527817559973508 0.40799999237060547 1.21525648072175   6.476686739905317  -8.912573530684831  ""        ""       
  05373094-0223427         84.37895202636719 -2.395213842391968  ""   ""   ""  ""      ""     ""     ""     ""     ""     ""    -0.41999998688697815 0.10375283508857372 0.3610000014305115  0.8851084406506708 6.823474219220139  -8.93479385260972   ""        ""       
  05354764-0519145         83.94853973388672 -5.320701122283936  ""   ""   ""  ""      ""     ""     ""     ""     ""     ""    3.8519999980926514   0.36728229848178173 0.4399999976158142  1.5225608892832245 6.222716459987166  -8.462684735728649  ""        ""       
  05345404-0623507         83.72520446777344 -6.397418022155762  ""   ""   ""  ""      ""     ""     ""     ""     ""     ""    0.3709999918937683   0.5470159698008789  0.4440000057220459  1.8198796842986438 6.007320935818152  -8.30120376629983   ""        ""       
  05352551-0451205         83.8563003540039  -4.85571813583374   ""   ""   ""  ""      ""     ""     ""     ""     ""     ""    1.593000054359436    0.3589219405562241  0.3140000104904175  1.6877709484286536 5.992995110427278  -7.5288550380132495 ""        ""       
  05333855-0513125         83.41065979003906 -5.220147132873535  ""   ""   ""  ""      ""     ""     ""     ""     ""     ""    0.6620000004768372   0.18450153037117453 0.3089999854564667  1.230066223843856  6.3360592744276225 -8.706195662977326  ""        ""       
  05332852-0517262         83.36883544921875 -5.290629863739014  ""   ""   ""  ""      ""     ""     ""     ""     ""     ""    0.6150000095367432   0.45708818585089733 0.4959999918937683  1.6111402127968897 6.192288624006493  -8.696803954622316  ""        ""       
  05455311-0013248         86.47130584716797 -0.2235769927501678 ""   ""   ""  ""      ""     ""     ""     ""     ""     ""    1.409000039100647    0.2576321236205974  0.4569999873638153  1.27625243005657   6.464936437356967  -9.006960757737012  ""        ""       
  05354355-0505414         83.93148040771484 -5.094851016998291  ""   ""   ""  ""      ""     ""     ""     ""     ""     ""    0.22100000083446503  0.37411060018402864 0.41999998688697815 1.5610002607379607 6.172310965179583  -8.69962195714218   ""        ""       
  05454612-0044407         86.44220733642578 -0.7446399927139282 ""   ""   ""  ""      ""     ""     ""     ""     ""     ""    1.3020000457763672   0.2728977716889368  0.3529999852180481  1.4264650080182115 6.216693587350538  -8.688246150050924  ""        ""       
  05353070-0518071         83.8779296875     -5.301982879638672  ""   ""   ""  ""      ""     ""     ""     ""     ""     ""    2.6029999256134033   0.46025656044245256 0.3199999928474426  1.8892381621918641 5.880813586831113  -7.729554097435796  ""        ""       
  05312062-0049197         82.83594512939453 -0.8221549987792969 ""   ""   ""  ""      ""     ""     ""     ""     ""     ""    -1.253999948501587   0.16481624204793213 0.1809999942779541  1.341072290942589  6.023252438041624  -8.288361478283788  ""        ""       
  05361475-0613169         84.06148529052734 -6.221367835998535  ""   ""   ""  ""      ""     ""     ""     ""     ""     ""    0.4230000078678131   0.23550491701232099 0.41100001335144043 1.2653796589158437 6.429106025911254  -8.870632418456857  ""        ""       
  05380826-0235562         84.5344467163086  -2.5989670753479    ""   ""   ""  ""      ""     ""     ""     ""     ""     ""    1.4270000457763672   0.4698940988026584  0.4020000100135803  1.7629748755414907 6.012837212641808  -8.675306104995872  ""        ""       
  05400195-0221325         85.0081558227539  -2.359045028686523  ""   ""   ""  ""      ""     ""     ""     ""     ""     ""    1.9989999532699585   0.4236429700032502  0.35600000619888306 1.754128358281943  5.984527301540864  -8.543026997569408  ""        ""       
  05291271-0010187         82.30296325683594 -0.1718810051679611 ""   ""   ""  ""      ""     ""     ""     ""     ""     ""    0.20000000298023224  0.23823193281115945 0.6539999842643738  1.1033818417808507 6.847387562092479  -9.361910283131182  ""        ""       
  05334545-0536323         83.43939208984375 -5.60899019241333   ""   ""   ""  ""      ""     ""     ""     ""     ""     ""    3.0429999828338623   0.6823387040682957  0.29499998688697815 2.3327550930045104 5.50920254092412   -8.271078339294966  ""        ""       
  05385922-0233514         84.74678039550781 -2.564279079437256  ""   ""   ""  ""      ""     ""     ""     ""     ""     ""    1.7410000562667847   0.26424087021981174 0.39800000190734863 1.350637845771218  6.330413794638585  -8.47586361055068   ""        ""       
  05354049-0452260         83.91873931884766 -4.873906135559082  ""   ""   ""  ""      ""     ""     ""     ""     ""     ""    1.3309999704360962   0.19952623697367425 0.3619999885559082  1.2170210749432007 6.422261459585852  -8.741362729186488  ""        ""       
  05345833-0554288         83.74307250976562 -5.908013820648193  ""   ""   ""  ""      ""     ""     ""     ""     ""     ""    1.3459999561309814   0.4613175793721995  0.460999995470047   1.662102669875724  6.124178045828214  -8.236497125196268  ""        ""       
  05345201-0524187         83.71674346923828 -5.405220985412598  ""   ""   ""  ""      ""     ""     ""     ""     ""     ""    1.7280000448226929   0.29376496164819516 0.33799999952316284 1.498861563965303  6.143951118505248  -8.323489270031907  ""        ""       
  05345292-0528591         83.72050476074219 -5.483089923858643  ""   ""   ""  ""      ""     ""     ""     ""     ""     ""    0.13500000536441803  0.13121998111340324 0.24500000476837158 1.108299763612823  6.3500541094875125 -8.364817942215534  ""        ""       
  05353672-0510004         83.90301513671875 -5.166781902313232  ""   ""   ""  ""      ""     ""     ""     ""     ""     ""    1.5290000438690186   0.13061708780929948 0.20900000631809235 1.1501397053967648 6.245018874742863  -8.392652244457345  ""        ""       
  05344518-0510476         83.68829345703125 -5.179903984069824  ""   ""   ""  ""      ""     ""     ""     ""     ""     ""    1.371999979019165    0.41975898007354634 0.36899998784065247 1.7247005802450055 6.01367967441522   -7.7304870613248475 ""        ""       
  05401513-0057266         85.06307983398438 -0.9574019908905029 ""   ""   ""  ""      ""     ""     ""     ""     ""     ""    0.5509999990463257   0.19633601992313024 0.4429999887943268  1.1336843929238616 6.607240488688962  -9.349206951350904  ""        ""       
  05360110-0615314         84.00459289550781 -6.258735179901123  ""   ""   ""  ""      ""     ""     ""     ""     ""     ""    0.7450000047683716   0.38194425972703805 0.45100000500679016 1.5369299125701148 6.216429838173389  -8.467882876138434  ""        ""       
  05333304-0511555         83.38770294189453 -5.198750972747803  ""   ""   ""  ""      ""     ""     ""     ""     ""     ""    1.0520000457763672   0.26363314089820317 0.335999995470047   1.424714798295856  6.198106984962564  -8.568636235623158  ""        ""       
  05392030-0118253         84.83458709716797 -1.307034969329834  ""   ""   ""  ""      ""     ""     ""     ""     ""     ""    1.2209999561309814   0.27861211227441046 0.28700000047683716 1.533753701868584  6.061075332265944  -8.978810710916731  ""        ""       
  05342587-0456274         83.60783386230469 -4.940961837768555  ""   ""   ""  ""      ""     ""     ""     ""     ""     ""    0.4779999852180481   0.3435579584618176  0.4169999957084656  1.504224664745332  6.216693587350538  -8.247797831363837  ""        ""       
  05354669-0549262         83.9445571899414  -5.823967933654785  ""   ""   ""  ""      ""     ""     ""     ""     ""     ""    0.4749999940395355   0.6823387040682957  0.5189999938011169  1.8887688442154977 6.004751171568097  -8.109411331097954  ""        ""       
  05353369-0446237         83.89038848876953 -4.773270130157471  ""   ""   ""  ""      ""     ""     ""     ""     ""     ""    1.3650000095367432   0.49090789259199036 0.49799999594688416 1.6603537883791848 6.155032234877524  -8.108128153411956  ""        ""       
  05351455-0615127         83.81066131591797 -6.2535400390625    ""   ""   ""  ""      ""     ""     ""     ""     ""     ""    4.060999870300293    0.6025595877283207  0.40400001406669617 1.9717818408257575 5.88930168914581   -8.383104593582102  ""        ""       
  05343005-0449506         83.625244140625   -4.83073902130127   ""   ""   ""  ""      ""     ""     ""     ""     ""     ""    0.625                0.45081671914330745 0.5450000166893005  1.5500782151626697 6.281260690089265  -7.971835580792827  ""        ""       
  05395465-0246341         84.97772979736328 -2.7761390209198    ""   ""   ""  ""      ""     ""     ""     ""     ""     ""    0.9710000157356262   1.3091819190464828  0.5289999842643738  2.4876938434082163 5.693726938233895  -7.815308583671066  ""        ""       
  05385200-0246436         84.7166976928711  -2.77879810333252   ""   ""   ""  ""      ""     ""     ""     ""     ""     ""    0.5860000252723694   0.7585775797141698  0.5389999747276306  1.9491079575920962 5.980003363994143  -8.62911696370978   ""        ""       
  05352804-0517202         83.8668441772461  -5.288956165313721  ""   ""   ""  ""      ""     ""     ""     ""     ""     ""    1.034000039100647    0.27227013230249725 0.19499999284744263 1.6876723694271814 5.691965114763296  -8.384576057935641  ""        ""       
  05365186-0508358         84.21609497070312 -5.143281936645508  ""   ""   ""  ""      ""     ""     ""     ""     ""     ""    0.0430000014603138   0.3483373115938737  0.5220000147819519  1.403234174185633  6.398634315606492  -9.217384082939493  ""        ""       
  05342298-0441392         83.59577941894531 -4.694241046905518  ""   ""   ""  ""      ""     ""     ""     ""     ""     ""    1.347000002861023    0.6353309363859276  0.46700000762939453 1.9066152042805449 5.9609461837254605 -8.3896592809976    ""        ""       
  05364039-0613334         84.1683120727539  -6.22594690322876   ""   ""   ""  ""      ""     ""     ""     ""     ""     ""    0.6359999775886536   0.3801894077999425  0.5699999928474426  1.417714183774354  6.422753953505991  -8.748361770630076  ""        ""       
  05353178-0023065         83.88243103027344 -0.3851490020751953 ""   ""   ""  ""      ""     ""     ""     ""     ""     ""    1.1390000581741333   0.4130474988155993  0.414000004529953   1.642583692349844  6.10448709600874   -8.611898817735504  ""        ""       
  05354413-0448048         83.93388366699219 -4.801342010498047  ""   ""   ""  ""      ""     ""     ""     ""     ""     ""    1.402999997138977    0.5470159698008789  0.503000020980835   1.7353641540877724 6.09933526714211   -8.603800655698588  ""        ""       
  05353635-0531378         83.90147399902344 -5.527184963226318  ""   ""   ""  ""      ""     ""     ""     ""     ""     ""    0.40700000524520874  0.2328091170756021  0.19900000095367432 1.5508685359595564 5.881954985199804  -7.726535711995366  ""        ""       
  05352277-0428510         83.84490966796875 -4.480854988098145  ""   ""   ""  ""      ""     ""     ""     ""     ""     ""    0.35199999809265137  0.36982817023795367 0.4699999988079071  1.492915834291236  6.269746359554891  -8.234033578951253  ""        ""       
  05345073-0527010         83.71138763427734 -5.450296878814697  ""   ""   ""  ""      ""     ""     ""     ""     ""     ""    1.4819999933242798   0.7816278031937635  0.5809999704360962  1.9206400450734968 6.026941632240919  -8.112495249804658  ""        ""       
  05351539-0433262         83.81414031982422 -4.557290077209473  ""   ""   ""  ""      ""     ""     ""     ""     ""     ""    0.25600001215934753  0.5370317831033883  0.5730000138282776  1.6439358532736303 6.224274014047136  -8.75770709772272   ""        ""       
  05354600-0057522         83.94170379638672 -0.9645050168037415 ""   ""   ""  ""      ""     ""     ""     ""     ""     ""    0.38999998569488525  0.6280583486419867  0.6460000276565552  1.6856409568779225 6.243781921291662  -8.48758245695467   ""        ""       
  05392639-0215034         84.85999298095703 -2.250967979431152  ""   ""   ""  ""      ""     ""     ""     ""     ""     ""    0.32100000977516174  0.5345643412021641  0.6769999861717224  1.5501178029246572 6.3800302351920966 -8.919012957169015  ""        ""       
  05355462-0527075         83.97761535644531 -5.452099800109863  ""   ""   ""  ""      ""     ""     ""     ""     ""     ""    0.6019999980926514   0.3523708636916064  0.4690000116825104  1.4621342936089685 6.297103648686477  -9.131003101998528  ""        ""       
  05345304-0503271         83.72101593017578 -5.057534217834473  ""   ""   ""  ""      ""     ""     ""     ""     ""     ""    0.335999995470047    0.43251383839568097 0.5320000052452087  1.535026961286647  6.28352736572411   -8.43889860690977   ""        ""       
